,src_nm,src_id,drug_raw_name,cas_cas_no,cas_pt,cas_source,cas_match,umls_pt,umls_cui,ind_raw_value,ind_raw_target,ind_raw_match,ind_umls_entry_term_match
173,3,389,"3,3'-dihexyl-2,2'-oxacarbocyanine",976,217,2,13,291,1591,180,221,0,13
174,3,389,"3,3'-dihexyl-2,2'-oxacarbocyanine",976,217,2,13,291,1591,256,310,0,13
175,3,389,"3,3'-dihexyl-2,2'-oxacarbocyanine",976,217,2,13,291,1591,476,389,0,13
176,3,389,"3,3'-dihexyl-2,2'-oxacarbocyanine",976,217,2,13,291,1591,497,417,0,13
177,3,817,"3,4-dihydroxybenzohydroxamic acid",1264,234,2,13,307,913,111,136,0,21
178,3,817,"3,4-dihydroxybenzohydroxamic acid",1264,234,2,13,307,913,235,286,0,13
179,0,97,3-methylflavone-8-carboxylic acid,740,275,2,13,372,345,1115,1284,0,22
180,3,976,4-(acetylamino)benzeneacetic acid,507,508,2,0,411,925,119,144,0,21
181,0,97,"4-methyl-5-pentylbenzene-1,3-diol",354,1597,2,13,464,1668,918,822,0,21
182,3,1411,Adenosine-5'-(N-ethylcarboxamide),762,523,2,13,677,507,111,136,0,21
183,3,1411,Adenosine-5'-(N-ethylcarboxamide),762,523,2,13,677,507,164,201,0,21
184,3,1411,Adenosine-5'-(N-ethylcarboxamide),762,523,2,13,677,507,777,644,0,22
185,3,1310,arachidonoyl-2 chloroethanolamine,354,1597,2,13,814,1871,159,196,0,22
186,3,1310,arachidonoyl-2 chloroethanolamine,354,1597,2,13,814,1871,160,197,0,22
187,3,1310,arachidonoyl-2 chloroethanolamine,354,1597,2,13,814,1871,324,371,0,22
188,3,1310,arachidonoyl-2 chloroethanolamine,354,1597,2,13,814,1871,325,372,0,22
189,3,1310,arachidonoyl-2 chloroethanolamine,354,1597,2,13,814,1871,543,472,0,22
190,3,464,beta-(5-hydroxy-2-pyridyl)alanine,1682,1686,2,13,920,551,91,116,0,21
191,3,464,beta-(5-hydroxy-2-pyridyl)alanine,1682,1686,2,13,920,551,111,136,0,21
192,3,377,butyl(3-carboxypropyl)nitrosamine,801,829,2,13,1026,576,161,198,0,21
193,3,377,butyl(3-carboxypropyl)nitrosamine,801,829,2,13,1026,576,549,478,0,21
194,3,1354,Dimethylphenylpiperazinium Iodide,968,1251,2,13,1468,89,130,156,0,22
195,3,1354,Dimethylphenylpiperazinium Iodide,968,1251,2,13,1468,89,174,212,0,22
196,3,1354,Dimethylphenylpiperazinium Iodide,968,1251,2,13,1468,89,175,213,0,22
197,3,1354,Dimethylphenylpiperazinium Iodide,968,1251,2,13,1468,89,291,329,0,13
198,3,1354,Dimethylphenylpiperazinium Iodide,968,1251,2,13,1468,89,543,472,0,22
199,3,1354,Dimethylphenylpiperazinium Iodide,968,1251,2,13,1468,89,545,474,0,22
200,3,1354,Dimethylphenylpiperazinium Iodide,968,1251,2,13,1468,89,581,509,0,22
201,0,97,"diphenylmethane-4,4'-diisocyanate",17,287,2,0,388,353,803,702,0,22
202,3,450,dithiobis(succinimidylpropionate),1052,1268,2,13,1485,662,193,236,0,13
203,3,450,dithiobis(succinimidylpropionate),1052,1268,2,13,1485,662,476,389,0,13
204,3,1027,"N(1),N(14)-bis(ethyl)homospermine",162,1439,2,13,1657,721,104,129,0,21
205,3,1027,"N(1),N(14)-bis(ethyl)homospermine",162,1439,2,13,1657,721,111,136,0,21
206,3,1027,"N(1),N(14)-bis(ethyl)homospermine",162,1439,2,13,1657,721,164,201,0,21
207,3,1027,"N(1),N(14)-bis(ethyl)homospermine",162,1439,2,13,1657,721,623,554,0,22
208,3,387,"N-(3,5-dichlorophenyl)succinimide",604,1466,2,13,1689,741,275,318,0,21
209,3,387,"N-(3,5-dichlorophenyl)succinimide",604,1466,2,13,1689,741,583,511,0,22
210,3,1095,N-acetylleucyl-leucyl-methioninal,91,1479,2,13,1705,1024,196,239,0,22
211,3,1095,N-acetylleucyl-leucyl-methioninal,91,1479,2,13,1705,1024,235,286,0,13
212,3,1095,N-acetylleucyl-leucyl-methioninal,91,1479,2,13,1705,1024,603,533,0,22
213,3,945,N-benzylglucamine dithiocarbamate,98,1482,2,13,1714,756,171,208,0,13
214,3,621,N-ethyl-N-hydroxyethylnitrosamine,252,1487,2,13,1722,762,161,198,0,21
215,3,621,N-ethyl-N-hydroxyethylnitrosamine,252,1487,2,13,1722,762,549,478,0,21
216,3,1162,"pyrrolidine-2,4-dicarboxylic acid",1721,1565,2,13,1806,1132,543,472,0,22
217,3,1162,"pyrrolidine-2,4-dicarboxylic acid",1721,1565,2,13,1806,1132,544,473,0,22
218,3,1088,"1,2-diethyl-3-hydroxypyridin-4-one",141,16,2,13,29,886,171,208,0,13
219,3,1088,"1,2-diethyl-3-hydroxypyridin-4-one",141,16,2,13,29,886,482,395,0,22
220,3,969,"1,3-dipropyl-8-cyclopentylxanthine",30,1526,2,0,52,889,37,61,0,22
221,3,969,"1,3-dipropyl-8-cyclopentylxanthine",30,1526,2,0,52,889,543,472,0,22
222,3,969,"1,3-dipropyl-8-cyclopentylxanthine",30,1526,2,0,52,889,612,543,0,22
223,3,969,"1,3-dipropyl-8-cyclopentylxanthine",30,1526,2,0,52,889,613,544,0,22
224,3,969,"1,3-dipropyl-8-cyclopentylxanthine",30,1526,2,0,52,889,615,546,0,4
225,3,1211,"1-aminoindan-1,5-dicarboxylic acid",462,77,2,13,99,1265,246,298,0,4
226,3,1211,"1-aminoindan-1,5-dicarboxylic acid",462,77,2,13,99,1265,248,300,0,4
227,3,1211,"1-aminoindan-1,5-dicarboxylic acid",462,77,2,13,99,1265,543,472,0,22
228,0,97,2-methyl-6-(phenylethynyl)pyridine,566,424,2,0,258,1526,942,845,0,21
229,0,97,2-methyl-6-(phenylethynyl)pyridine,566,424,2,0,258,1526,1057,1176,0,11
230,3,571,"3,3'-dipentyl-2,2'-oxacarbocyanine",1102,220,2,13,294,305,180,221,0,13
231,3,571,"3,3'-dipentyl-2,2'-oxacarbocyanine",1102,220,2,13,294,305,256,310,0,13
232,3,571,"3,3'-dipentyl-2,2'-oxacarbocyanine",1102,220,2,13,294,305,476,389,0,13
233,3,571,"3,3'-dipentyl-2,2'-oxacarbocyanine",1102,220,2,13,294,305,497,417,0,13
234,3,336,5'-guanylylmethylenebisphosphonate,322,365,2,13,486,415,83,107,0,21
235,3,336,5'-guanylylmethylenebisphosphonate,322,365,2,13,486,415,124,150,0,21
236,3,1276,6-methyl-2-(phenylethynyl)pyridine,566,424,2,13,561,1525,77,101,0,21
237,3,1276,6-methyl-2-(phenylethynyl)pyridine,566,424,2,13,561,1525,168,205,0,21
238,3,1276,6-methyl-2-(phenylethynyl)pyridine,566,424,2,13,561,1525,169,206,0,21
239,3,1276,6-methyl-2-(phenylethynyl)pyridine,566,424,2,13,561,1525,246,298,0,4
240,3,1276,6-methyl-2-(phenylethynyl)pyridine,566,424,2,13,561,1525,248,300,0,4
241,3,1276,6-methyl-2-(phenylethynyl)pyridine,566,424,2,13,561,1525,543,472,0,22
242,3,1276,6-methyl-2-(phenylethynyl)pyridine,566,424,2,13,561,1525,611,542,0,21
243,3,1276,6-methyl-2-(phenylethynyl)pyridine,566,424,2,13,561,1525,687,622,0,22
244,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,78,102,0,21
245,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,113,138,0,21
246,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,164,201,0,21
247,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,168,205,0,21
248,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,315,361,0,21
249,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,527,448,0,22
250,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,549,478,0,21
251,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,594,522,0,22
252,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,604,534,0,22
253,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,611,542,0,21
254,3,421,6-methyl-2-ethyl-3-hydroxypyridine,594,1327,2,0,562,453,622,553,0,22
255,3,992,"8-cyclopentyl-1,3-dimethylxanthine",760,460,2,13,609,482,543,472,0,22
256,3,992,"8-cyclopentyl-1,3-dimethylxanthine",760,460,2,13,609,482,612,543,0,22
257,3,992,"8-cyclopentyl-1,3-dimethylxanthine",760,460,2,13,609,482,613,544,0,22
258,3,992,"8-cyclopentyl-1,3-dimethylxanthine",760,460,2,13,609,482,615,546,0,4
259,3,441,9-amino-6-chloro-2-methoxyacridine,752,476,2,13,628,493,180,221,0,13
260,3,441,9-amino-6-chloro-2-methoxyacridine,752,476,2,13,628,493,256,310,0,13
261,3,441,9-amino-6-chloro-2-methoxyacridine,752,476,2,13,628,493,476,389,0,13
262,3,441,9-amino-6-chloro-2-methoxyacridine,752,476,2,13,628,493,480,393,0,13
263,3,441,9-amino-6-chloro-2-methoxyacridine,752,476,2,13,628,493,497,417,0,13
264,0,97,alpha-cyano-4-hydroxycinnamic acid,654,1668,2,15,713,954,499,419,0,16
265,3,1176,diethylamine dinitric oxide adduct,1664,1220,2,13,1437,1143,164,201,0,21
266,3,1176,diethylamine dinitric oxide adduct,1664,1220,2,13,1437,1143,547,476,0,22
267,3,1203,methanethiosulfonate ethylammonium,855,1414,2,10,1626,1213,476,389,0,13
268,3,888,n-octyl-beta-D-thioglucopyranoside,1547,1499,2,13,1744,780,215,261,0,13
269,3,888,n-octyl-beta-D-thioglucopyranoside,1547,1499,2,13,1744,780,671,606,0,13
270,3,522,succinyl-trialanine-4-nitroanilide,931,1619,2,13,1863,838,178,216,0,13
271,3,522,succinyl-trialanine-4-nitroanilide,931,1619,2,13,1863,838,180,221,0,13
272,3,522,succinyl-trialanine-4-nitroanilide,931,1619,2,13,1863,838,476,389,0,13
273,3,839,tert-butylbicyclophosphorothionate,1279,1723,2,13,1867,841,168,205,0,21
274,3,839,tert-butylbicyclophosphorothionate,1279,1723,2,13,1867,841,170,207,0,22
275,3,839,tert-butylbicyclophosphorothionate,1279,1723,2,13,1867,841,190,232,0,22
276,3,574,valyl-leucyl-lysine 4-nitroanilide,1171,1651,2,13,1890,1050,178,216,0,13
277,3,574,valyl-leucyl-lysine 4-nitroanilide,1171,1651,2,13,1890,1050,180,221,0,13
278,3,574,valyl-leucyl-lysine 4-nitroanilide,1171,1651,2,13,1890,1050,476,389,0,13
279,3,993,1-(9-fluorenyl)methyl chloroformate,662,72,2,13,94,170,476,389,0,13
280,3,395,"1,2-epoxy-3-(p-nitrophenoxy)propane",934,24,2,13,38,141,235,286,0,13
281,3,395,"1,2-epoxy-3-(p-nitrophenoxy)propane",934,24,2,13,38,141,476,389,0,13
282,3,395,"1,2-epoxy-3-(p-nitrophenoxy)propane",934,24,2,13,38,141,603,533,0,22
283,3,1158,"2-(2,3-dicarboxycyclopropyl)glycine",380,146,2,13,191,1117,96,121,0,21
284,3,1158,"2-(2,3-dicarboxycyclopropyl)glycine",380,146,2,13,191,1117,168,205,0,21
285,3,580,"2,2-bis(4-glycidyloxyphenyl)propane",459,779,2,0,157,215,161,198,0,21
